1|39.001
2|188.001
3|414.001
4|146.001
5|491.001
6|108.001
7|615.001
8|442.001
9|673.001
10|531.001
11|17.001
12|88.001
13|530.001
14|525.001
15|226.001
16|917.001
17|768.001
18|816.001
19|324.001
20|728.001
21|882.001
22|429.001
23|477.001
24|20.001
25|135.001
26|126.001
27|710.001
28|327.001
29|219.001
30|280.001
31|260.001
32|49.001
33|717.001
34|842.001
35|42.001
36|63.001
37|347.001
38|534.001
39|314.001
40|982.001
41|970.001
42|800.001
43|846.001
44|86.001
45|577.001
46|172.001
47|191.001
48|861.001
49|304.001
50|730.001
51|492.001
52|357.001
53|840.001
54|900.001
55|908.001
56|994.001
57|543.001
58|895.001
59|807.001
60|971.001
61|668.001
62|43.001
63|283.001
64|106.001
65|647.001
66|46.001
67|784.001
68|444.001
69|887.001
70|725.001
71|230.001
72|512.001
73|829.001
74|364.001
75|359.001
76|256.001
77|12.001
78|135.001
79|848.001
80|710.001
81|338.001
82|546.001
83|105.001
84|791.001
85|910.001
86|541.001
87|407.001
88|107.001
89|410.001
90|541.001
91|562.001
92|759.001
93|705.001
94|372.001
95|975.001
96|554.001
97|739.001
98|978.001
99|772.001
100|534.001
101|248.001
102|106.001
103|534.001
104|36.001
105|100.001
106|934.001
107|143.001
108|741.001
109|798.001
110|273.001
111|705.001
112|783.001
113|553.001
114|116.001
115|893.001
116|126.001
117|248.001
118|283.001
119|551.001
120|6.001
121|826.001
122|70.001
123|408.001
124|427.001
125|165.001
126|55.001
127|152.001
128|28.001
129|40.001
130|606.001
131|246.001
132|551.001
133|441.001
134|85.001
135|913.001
136|886.001
137|951.001
138|446.001
139|999.001
140|831.001
141|554.001
142|436.001
143|479.001
144|663.001
145|160.001
146|241.001
147|136.001
148|194.001
149|635.001
150|641.001
151|809.001
152|399.001
153|826.001
154|154.001
155|350.001
156|872.001
157|449.001
158|387.001
159|976.001
160|80.001
161|548.001
162|636.001
163|19.001
164|218.001
165|628.001
166|289.001
167|843.001
168|172.001
169|940.001
170|793.001
171|213.001
172|994.001
173|120.001
174|476.001
175|82.001
176|347.001
177|386.001
178|249.001
179|325.001
180|721.001
181|132.001
182|883.001
183|904.001
184|97.001
185|930.001
186|127.001
187|552.001
188|202.001
189|258.001
190|111.001
191|558.001
192|110.001
193|407.001
194|63.001
195|613.001
196|459.001
197|314.001
198|704.001
199|100.001
200|971.001
201|924.001
202|679.001
203|489.001
204|703.001
205|300.001
206|826.001
207|904.001
208|44.001
209|782.001
210|266.001
211|38.001
212|857.001
213|249.001
214|909.001
215|310.001
216|740.001
217|912.001
218|556.001
219|374.001
220|191.001
221|132.001
222|836.001
223|640.001
224|391.001
225|965.001
226|875.001
227|338.001
228|631.001
229|366.001
230|842.001
231|187.001
232|905.001
233|123.001
234|377.001
235|763.001
236|638.001
237|991.001
238|265.001
239|264.001
240|93.001
241|330.001
242|795.001
243|979.001
244|265.001
245|806.001
246|131.001
247|206.001
248|881.001
249|184.001
250|470.001
251|403.001
252|412.001
253|412.001
254|78.001
255|661.001
256|876.001
257|109.001
258|420.001
259|629.001
260|337.001
261|231.001
