632|20190623T162109+0100|82bcc045-9e48-45d0-bfde-d1fc6ade5872|35|8
539|20190623T162109+0100|1a1454e6-0f63-47b3-84be-a824c2e81308|21|3
674|20190623T162109+0100|5572657e-96bf-4572-90b7-2da419e612d3|37|4
743|20190623T162109+0100|6759d109-e9b4-458e-969d-c08689b0bfc3|71|1
711|20190623T162109+0100|5761f8f4-d33b-4c20-bb92-090ce36d5ce8|53|9
939|20190623T162109+0100|8100a124-ce1c-428b-aaa4-8669f00f9e05|1|7
534|20190623T162109+0100|0657f4a2-5814-4146-ba00-f2941806439f|16|3
477|20190623T162109+0100|7a90dd42-3dac-45e9-8a06-f08c25eef6fb|47|9
22|20190623T162109+0100|c2ce6b2e-3de1-4dc3-97e5-ae94a739849e|72|4
243|20190623T162109+0100|3643c60a-88e0-4f3c-b5a2-40d2ad96ed9f|31|7
905|20190623T162109+0100|4fbea844-414a-4af8-a690-d5681450a350|21|9
595|20190623T162109+0100|a2e07e52-d29d-4e17-8f78-fc759d71444e|99|3
414|20190623T162109+0100|380a5600-2719-4b4a-a95e-b874d1e0bcf6|62|7
533|20190623T162109+0100|8cc5aa4c-ab0a-40c9-a5ed-680c062b596e|84|2
693|20190623T162109+0100|b3b94758-a4d1-47d3-bac8-82f1a65f38ee|57|2
942|20190623T162109+0100|6f4e5c92-3d11-4c1a-93bd-15977aeffeb8|89|3
877|20190623T162109+0100|2df1d401-d26e-453c-adc5-b0a0f9dbc03e|12|2
235|20190623T162109+0100|6e56dab2-de0d-4efc-a2f4-2a3086e1c2dd|47|7
172|20190623T162109+0100|b7007a12-4da0-470b-9ec7-70befb112980|35|7
820|20190623T162109+0100|01ff41b6-9b7f-4f52-b978-84c7d96151c6|68|8
955|20190623T162109+0100|e6e6a92d-5d2b-410a-9a8d-849110a1a95d|38|4
456|20190623T162109+0100|6b18d666-631d-4576-9e43-b56606848f1c|13|7
577|20190623T162109+0100|484a31e7-c5b4-4339-8373-96c22f06e89b|10|2
550|20190623T162109+0100|66ebaf77-85dd-41f5-b669-afc26f52b304|50|1
843|20190623T162109+0100|afe1b072-9613-41f5-b4de-2a740f308728|59|9
366|20190623T162109+0100|f6fdb241-093f-4434-a9f4-4dd464550e9d|24|9
770|20190623T162109+0100|e5b981d3-2b4d-48fd-9f5f-16d6a86cdd98|47|3
21|20190623T162109+0100|60b49596-f8cd-4a92-b71b-76c33942e4a5|90|6
452|20190623T162109+0100|824d4a96-871b-4a0f-9458-bdb31f98f235|72|7
549|20190623T162109+0100|5b71f884-5068-435f-b09d-3deb545fe5e6|21|7
29|20190623T162109+0100|ecdd8725-9ef2-4bab-8a17-6dc076cccb99|9|6
602|20190623T162109+0100|62f9d23d-5180-48e4-90d9-b53eb3b1434c|41|5
635|20190623T162109+0100|0682241c-2d26-471b-944a-82347e5e5287|24|9
714|20190623T162109+0100|a566bf69-7d82-4dd4-bb05-a7577fd910e2|29|3
43|20190623T162109+0100|4281b3eb-d740-4738-bf03-53dd83b67f76|92|6
640|20190623T162109+0100|7ecf7fda-1fb9-417b-b030-3035afed5b23|99|4
138|20190623T162109+0100|297cb4c6-e76e-465d-bb8e-f6e8bca2ecae|62|3
703|20190623T162109+0100|8ccbb340-182f-48e0-b503-be3bfe72a6a2|4|7
697|20190623T162109+0100|c306f16e-d26c-499c-bbaa-5c16a3825d9c|28|5
996|20190623T162109+0100|3f9d8858-3cf2-4943-8227-11505826acd3|54|3
863|20190623T162109+0100|c47a75d5-820d-43d2-a0ff-4fe2ad18b484|28|5
39|20190623T162109+0100|f3798b44-daf4-4a54-b18f-8ac0fd6f31ab|23|9
316|20190623T162109+0100|1a15dc82-385e-4b48-9225-396d80b0e21d|96|7
644|20190623T162109+0100|b71c6574-7b33-469a-b6ae-e2083e1c4d1d|96|3
903|20190623T162109+0100|457953a1-69ad-4880-a4a3-d6f5417df667|77|1
211|20190623T162109+0100|ad759366-66be-48c6-885c-0257abf13255|46|8
535|20190623T162109+0100|bb25e8ee-91b9-4ce0-adff-5406d08fa3a3|57|1
241|20190623T162109+0100|8ba87a45-213a-4183-a4f3-be82ac3fd3fe|57|9
765|20190623T162109+0100|01fce63b-e3a7-40d9-a3f9-eb81e04631c7|53|4
495|20190623T162109+0100|91a7aff0-8781-417c-8b43-da69f1bfa681|65|2
463|20190623T162109+0100|77bfd316-17c4-48ac-905e-7ec0b2a2e9b1|73|9
898|20190623T162109+0100|d0ada446-10e2-433d-bb08-61065e373df1|3|9
15|20190623T162109+0100|1a3169cd-6d1e-40b7-8289-d5ba5f0b59ac|20|1
341|20190623T162109+0100|387bbad2-b19e-4794-9eb5-708a6a2a299f|59|1
200|20190623T162109+0100|a9286273-046f-444e-aa36-e4bd3c9b4ae3|91|2
59|20190623T162109+0100|cf3c9bda-8f14-4d26-a67b-32af292708a7|21|8
913|20190623T162109+0100|0023573b-df33-4c13-b6bf-1de8bf1b219a|52|9
334|20190623T162109+0100|24e6b28e-4e47-411d-88ce-afe478a3a7a0|87|1
338|20190623T162109+0100|6d8b76a6-88d1-4390-8669-0e8b54302219|3|1
445|20190623T162109+0100|c826e923-90a1-4ceb-9789-6a71adda71ae|60|5
801|20190623T162109+0100|37c79407-5d41-40d3-bce2-0edba02d0920|72|6
762|20190623T162109+0100|8fc77a05-9ee4-4573-a7aa-448a86e1670c|78|6
310|20190623T162109+0100|eb1b16c4-ef5e-44fe-bde0-750f77eb16bb|1|9
892|20190623T162109+0100|fefc5fa6-f169-47d2-a3cf-fe50ee736d7b|44|8
694|20190623T162109+0100|4d489538-1bd1-4cd7-9291-185d06eb0b99|25|8
357|20190623T162109+0100|74c84217-8557-4d26-84a9-6d31198c1035|10|4
156|20190623T162109+0100|a92a71f0-adcf-4bd4-a4f1-2e348966f4e9|1|5
225|20190623T162109+0100|143b6d9b-2061-409b-93ca-e34145d2a410|28|2
690|20190623T162109+0100|bc88cd17-ff38-4ab7-90ca-da8b1889f765|36|6
851|20190623T162109+0100|639bd3db-eb8c-48b0-b4bf-f37569f2e091|80|9
412|20190623T162109+0100|2ae85975-49ac-4775-a304-930cbd5d39c4|43|4
29|20190623T162109+0100|728231c6-617f-4bd0-97cd-9e453390a491|14|4
931|20190623T162109+0100|2f39d065-3cd9-45f1-82e1-64eb85829239|59|8
614|20190623T162109+0100|34a5c6ea-8084-4346-81c6-475389500cfe|80|2
170|20190623T162109+0100|240a0a21-cc4f-447e-9f67-6f8debbe246c|21|8
339|20190623T162109+0100|9c2b0785-5ab3-4dd8-89f6-d7902a6251b5|70|1
508|20190623T162109+0100|70207c25-c9de-4851-86bb-c4577c4b78da|95|9
803|20190623T162109+0100|39b53b04-78f8-441f-95f2-eea92175b1f4|66|6
550|20190623T162109+0100|01344f8d-c55d-4fb6-9f71-069a98cfcefe|64|6
911|20190623T162109+0100|0196c8a2-3a53-48d3-9dc7-5fd541960f7d|98|6
457|20190623T162109+0100|bdb6b293-50f0-4df2-b0be-b8e5bdbb2102|44|5
313|20190623T162109+0100|cb3246e7-2127-47be-ac47-f4cfc4c1a283|85|4
31|20190623T162109+0100|aadcc89c-6932-406c-84c9-3d0075e84707|77|3
821|20190623T162109+0100|2c3722df-521e-4214-a149-b9904d86acff|57|7
759|20190623T162109+0100|7058d802-63d0-4cef-8794-4f0a830f7cce|84|7
368|20190623T162109+0100|05b02cb3-d61e-4ecf-8702-a57e50e42cfa|35|4
75|20190623T162109+0100|5c30a4c0-13a7-431e-81d9-09f1f9457d45|40|6
389|20190623T162109+0100|9510f491-9213-4613-902c-e37c21c98816|11|8
435|20190623T162109+0100|5ca3a1a4-c9c6-4939-88e2-76097d9c3139|53|4
751|20190623T162109+0100|acdefe59-3150-4d07-a50b-66067394110c|83|1
67|20190623T162109+0100|2d05f521-1f77-40a6-a554-d0e8663ee177|3|2
262|20190623T162109+0100|79dd8e99-238c-441e-85b5-d2fd7ee96df2|9|1
898|20190623T162109+0100|846ad216-f861-432d-a9ed-a37e569ff0f7|97|8
644|20190623T162109+0100|587aeac1-0059-4cba-983c-ddbb2273bef1|89|2
918|20190623T162109+0100|fce76462-214b-4fc5-8988-9f9a6e35887d|18|9
306|20190623T162109+0100|bfeac71f-e13a-4f88-8332-88519534b0bc|21|5
199|20190623T162109+0100|84aac782-1c89-4b67-ad01-d549b7ef3ee5|30|4
802|20190623T162109+0100|8054a707-56e9-48e8-b3df-e4bfc9169aab|35|7
772|20190623T162109+0100|82f28546-89ec-43b7-b819-813d7596528a|33|4
862|20190623T162109+0100|0dfe3b8b-90d8-4366-92ee-92179917d348|91|2
922|20190623T162109+0100|948fc0cd-8ee9-46b3-88e8-495c6360cdbb|20|6
339|20190623T162109+0100|fbc08d62-e25d-43aa-bd6b-07c9c41cbffa|87|1
325|20190623T162109+0100|77ad3ee4-4c3e-4d5f-b459-08cabcd1bf51|8|8
846|20190623T162109+0100|3f06e093-187c-4958-8371-0c2a528dc07c|17|2
236|20190623T162109+0100|0339db96-173a-474c-b956-e17fec21b6fd|16|6
655|20190623T162109+0100|22139366-0a00-48aa-a0f8-b6e8ca602d62|96|6
706|20190623T162109+0100|69a1af53-dc4b-4d1a-a972-e85f12530b7d|58|6
134|20190623T162109+0100|a4560623-1c2e-446b-a6e2-d886d3a7312a|44|6
400|20190623T162109+0100|d8cbcca4-0a58-4d83-9eb9-f442881bdfe6|70|4
390|20190623T162109+0100|dcae9d9d-97e4-43ea-8d61-f5e733d6cbca|51|3
212|20190623T162109+0100|2f99d350-fb40-4e78-8363-9943bb4c0c62|32|4
448|20190623T162109+0100|e6720617-1045-48d6-b2e1-45da9f3e2216|58|5
169|20190623T162109+0100|ace36190-fa35-420d-b088-4e991dda3d32|29|4
484|20190623T162109+0100|b8f35f68-7cd3-4ae0-b9cd-05c0bbb659d8|2|6
864|20190623T162109+0100|21856e84-4092-449a-9c1f-69dd72a99436|69|2
493|20190623T162109+0100|a31165d6-3601-4cd9-80ac-c9bdc671fec4|73|3
848|20190623T162109+0100|62a825ae-afae-4928-8090-0e782847459f|85|5
46|20190623T162109+0100|632401a5-1a6e-488a-a2af-5b50cb9917e1|33|2
988|20190623T162109+0100|761163a4-88d3-4d73-9fad-1647b055c768|53|7
240|20190623T162109+0100|77679d3d-036d-4f77-868e-2e0ec49f91b7|86|8
429|20190623T162109+0100|b1e92fb6-5c6f-4eae-af5d-85396f0b013e|68|7
779|20190623T162109+0100|8cd091db-79e6-44a3-b8ff-e4891f2d5523|45|2
143|20190623T162109+0100|158cc352-9c5a-47b7-b41e-e1fc06196c23|62|8
245|20190623T162109+0100|7288c0be-a876-49e2-b292-0634d28b9077|33|8
647|20190623T162109+0100|0d99ea47-8f2e-418f-8db8-e509ac6aaab1|48|3
151|20190623T162109+0100|08ae54a3-7d35-4da5-882b-950d7ddadd83|6|6
775|20190623T162109+0100|87d1fff8-87b6-405d-b4c2-f964aa14c86d|54|5
326|20190623T162109+0100|c94a0577-5416-40f7-935c-b38e4a49eda6|57|9
